"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        European Union trade mark (EUTM) specialisation index"	"ipr_ta_si"	"dataset"	"29.11.2016"	"29.11.2016"	"1996"	"2016"	
"                        European Union trade mark (EUTM) applications per billion GDP"	"ipr_ta_gdp"	"dataset"	"30.11.2016"	"19.01.2017"	"1996"	"2015"	
"                        European Union trade mark (EUTM) applications per million population"	"ipr_ta_pop"	"dataset"	"29.11.2016"	"15.04.2016"	"1996"	"2015"	
"                        European Union trade mark (EUTM) applications by NUTS 3 regions"	"ipr_ta_reg"	"dataset"	"20.12.2016"	"20.12.2016"	"1996"	"2016"	
"                        European Union trade mark (EUTM) applications per billion GDP by NUTS 3 regions "	"ipr_ta_gdpr"	"dataset"	"20.12.2016"	" "	"2000"	"2014"	
"                        European Union trade mark (EUTM) applications per million population by NUTS 3 regions "	"ipr_ta_popr"	"dataset"	"20.12.2016"	" "	"1996"	"2015"	
"                    European Union trade mark (EUTM) publications by publication year"	"ipr_tp"	"folder"	" "	" "	" "	" "	
"                        European Union trade mark (EUTM) publications"	"ipr_tp_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                    European Union trade mark (EUTM) registrations by registration year"	"ipr_tr"	"folder"	" "	" "	" "	" "	
"                        European Union trade mark (EUTM) registrations"	"ipr_tr_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                        European Union trade mark (EUTM) registrations by class (Nice classification)"	"ipr_tr_cl"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                        European Union trade mark (EUTM) registrations by number of classes"	"ipr_tr_cln"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                        European Union trade mark (EUTM) registrations by nature of the trade mark"	"ipr_tr_ntr"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                        European Union trade mark (EUTM) registrations by type of trade mark"	"ipr_tr_typ"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                        European Union trade marks (EUTM) by status in the registration process"	"ipr_tr_sta"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                        European Union trade mark (EUTM) specialisation index"	"ipr_tr_si"	"dataset"	"29.11.2016"	"29.11.2016"	"1997"	"2016"	
"                        European Union trade mark (EUTM) registrations per billion GDP"	"ipr_tr_gdp"	"dataset"	"30.11.2016"	"19.01.2017"	"1997"	"2015"	
"                        European Union trade mark (EUTM) registrations per million population"	"ipr_tr_pop"	"dataset"	"29.11.2016"	"13.06.2016"	"1997"	"2015"	
"                        European Union trade mark (EUTM) registrations by NUTS 3 regions"	"ipr_tr_reg"	"dataset"	"20.12.2016"	"20.12.2016"	"1997"	"2016"	
"                    European Union trade mark (EUTM) renewals by receive year"	"ipr_trn"	"folder"	" "	" "	" "	" "	
"                        European Union trade mark (EUTM) renewals"	"ipr_trn_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"2006"	"2016"	
"                        European Union trade mark (EUTM) renewals by class (Nice classification)"	"ipr_trn_cl"	"dataset"	"29.11.2016"	"29.11.2016"	"2006"	"2016"	
"                    European Union trade mark (EUTM) lifecycle by receive year"	"ipr_tl"	"folder"	" "	" "	" "	" "	
"                        European Union trade mark (EUTM) publications as % of total EUTM applications"	"ipr_tl_pa"	"dataset"	"13.06.2016"	"13.06.2016"	"1996"	"2015"	
"                        European Union trade mark (EUTM) registrations as % of total EUTM applications"	"ipr_tl_ra"	"dataset"	"13.06.2016"	"13.06.2016"	"1996"	"2015"	
"                        European Union trade mark (EUTM) renewals as % of total EUTM applications"	"ipr_tl_rr"	"dataset"	"29.11.2016"	"29.11.2016"	"1996"	"2006"	
"                    Cooperation for European Union trade marks (EUTM) by receive year"	"ipr_tc"	"folder"	" "	" "	" "	" "	
"                        Single ownership of European Union trade mark (EUTM) applications"	"ipr_tc_sng"	"dataset"	"29.11.2016"	"29.11.2016"	"1996"	"2016"	
"                        EU co-ownership of European Union trade mark (EUTM) applications"	"ipr_tc_eu"	"dataset"	"29.11.2016"	"29.11.2016"	"1996"	"2016"	
"                        Non EU co-ownership of European Union trade mark (EUTM) applications"	"ipr_tc_neu"	"dataset"	"29.11.2016"	"29.11.2016"	"1996"	"2016"	
"                        EU and non EU co-ownership of European Union trade mark (EUTM) applications"	"ipr_tc_euneu"	"dataset"	"29.11.2016"	"29.11.2016"	"1996"	"2016"	
"                Community design (CD)"	"ipr_d"	"folder"	" "	" "	" "	" "	
"                    Applications filled for the registration of one or more Community designs (CD) by receive year"	"ipr_da"	"folder"	" "	" "	" "	" "	
"                        Community design (CD) applications"	"ipr_da_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community design (CD) applications by type of design"	"ipr_da_typ"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community design (CD) applications per billion GDP"	"ipr_da_gdp"	"dataset"	"30.11.2016"	"19.01.2017"	"2003"	"2015"	
"                        Community design (CD) applications per million population"	"ipr_da_pop"	"dataset"	"29.11.2016"	"13.06.2016"	"2003"	"2015"	
"                        Community design (CD) applications by NUTS 3 regions"	"ipr_da_reg"	"dataset"	"20.12.2016"	"20.12.2016"	"2003"	"2016"	
"                        Community design (CD) applications per billion GDP by NUTS 3 regions"	"ipr_da_gdpr"	"dataset"	"20.12.2016"	" "	"2003"	"2014"	
"                        Community design (CD) applications per million population by NUTS 3 regions "	"ipr_da_popr"	"dataset"	"20.12.2016"	" "	"2003"	"2015"	
"                    Community design (CD) filed in applications by receive year"	"ipr_dfa"	"folder"	" "	" "	" "	" "	
"                        Community designs (CD) filed"	"ipr_dfa_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community designs (CD) according to representative's country of residence"	"ipr_dfa_cres"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community designs (CD) by class (Locarno classification)"	"ipr_dfa_cl"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community designs (CD) by number of classes"	"ipr_dfa_cln"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Average number of Community designs (CD) per multiple application"	"ipr_dfa_typ"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community designs (CD) by status in the registration process"	"ipr_dfa_sta"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community designs (CD) by legal status of the applicant"	"ipr_dfa_leg"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community design (CD) specialisation index"	"ipr_dfa_si"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Community designs (CD) per billion GDP"	"ipr_dfa_gdp"	"dataset"	"30.11.2016"	"19.01.2017"	"2003"	"2015"	
"                        Community designs (CD) per million population"	"ipr_dfa_pop"	"dataset"	"29.11.2016"	"13.06.2016"	"2003"	"2015"	
"                        Community designs (CD) by NUTS 3 regions"	"ipr_dfa_reg"	"dataset"	"20.12.2016"	"20.12.2016"	"2003"	"2016"	
"                        Community designs (CD) per billion GDP by NUTS 3 regions"	"ipr_dfa_gdpr"	"dataset"	"20.12.2016"	" "	"2003"	"2014"	
"                        Community designs (CD) per million population by NUTS 3 regions "	"ipr_dfa_popr"	"dataset"	"20.12.2016"	" "	"2003"	"2015"	
"                    Registered Community designs (RCD) by registration year"	"ipr_dr"	"folder"	" "	" "	" "	" "	
"                        Registered Community designs (RCD)"	"ipr_dr_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Registered Community designs (RCD) by class (Locarno classification)"	"ipr_dr_cl"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Registered Community designs (RCD) by number of classes"	"ipr_dr_cln"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Average number of registered Community designs (RCD) per multiple application"	"ipr_dr_typ"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Registered Community designs (RCD) by legal status of the applicant"	"ipr_dr_leg"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Registered Community design (RCD) specialisation index"	"ipr_dr_si"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Registered Community designs (RCD) per billion GDP"	"ipr_dr_gdp"	"dataset"	"30.11.2016"	"19.01.2017"	"2003"	"2015"	
"                        Registered Community designs (RCD) per million population"	"ipr_dr_pop"	"dataset"	"29.11.2016"	"13.06.2016"	"2003"	"2015"	
"                        Registered Community designs (RCD) by NUTS 3 regions"	"ipr_dr_reg"	"dataset"	"20.12.2016"	"20.12.2016"	"2003"	"2016"	
"                    Registered Community design (RCD) publications by publication year"	"ipr_dp"	"folder"	" "	" "	" "	" "	
"                        Registered Community design (RCD) publications"	"ipr_dp_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Registered Community designs (RCD) by status of the publication"	"ipr_dp_sta"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                    Registered Community designs (RCD) renewals by renewal year"	"ipr_drn"	"folder"	" "	" "	" "	" "	
"                        Registered Community design (RCD) renewals"	"ipr_drn_tot"	"dataset"	"29.11.2016"	"29.11.2016"	"2008"	"2016"	
"                        Registered Community design (RCD) renewals by class (Locarno classification)"	"ipr_drn_cl"	"dataset"	"29.11.2016"	"29.11.2016"	"2008"	"2016"	
"                    Cooperation for Community designs (CD) by receive year"	"ipr_dc"	"folder"	" "	" "	" "	" "	
"                        Single ownership of Community designs (CD)"	"ipr_dc_sng"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        EU co-ownership of Community designs (CD)"	"ipr_dc_eu"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        Non EU co-ownership of Community designs (CD)"	"ipr_dc_neu"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"                        EU and non EU co-ownership of Community designs (CD)"	"ipr_dc_euneu"	"dataset"	"29.11.2016"	"29.11.2016"	"2003"	"2016"	
"        Digital economy and society"	"isoc"	"folder"	" "	" "	" "	" "	
"            ICT usage in households and by individuals"	"isoc_i"	"folder"	" "	" "	" "	" "	
"                Connection to the internet and computer use"	"isoc_ici"	"folder"	" "	" "	" "	" "	
"                    Households - level of internet access"	"isoc_ci_in_h"	"dataset"	"26.04.2017"	"20.12.2016"	"2002"	"2016"	
"                    Households - type of connection to the internet"	"isoc_ci_it_h"	"dataset"	"26.04.2017"	"20.12.2016"	"2003"	"2016"	
"                    Households - devices to access the internet"	"isoc_ci_id_h"	"dataset"	"26.04.2017"	"20.12.2016"	"2002"	"2014"	
"                    Households - reasons for not having internet access at home"	"isoc_pibi_rni"	"dataset"	"26.04.2017"	"26.04.2017"	"2005"	"2016"	
"                    Households - availability of computers"	"isoc_ci_cm_h"	"dataset"	"26.04.2017"	"20.12.2016"	"2006"	"2015"	
"                    Individuals - devices used to access the internet"	"isoc_ci_dev_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2016"	"2016"	
"                    Individuals - mobile internet access"	"isoc_ci_im_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2011"	"2016"	
"                    Individuals - computer use"	"isoc_ci_cfp_cu"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2015"	
"                    Individuals - frequency of computer use"	"isoc_ci_cfp_fu"	"dataset"	"26.04.2017"	"26.04.2017"	"2003"	"2015"	
"                    Individuals - places of computer use"	"isoc_ci_cfp_pu"	"dataset"	"26.04.2017"	"16.12.2014"	"2003"	"2011"	
"                Internet use "	"isoc_iiu"	"folder"	" "	" "	" "	" "	
"                    Individuals - internet use"	"isoc_ci_ifp_iu"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                    Individuals - frequency of internet use"	"isoc_ci_ifp_fu"	"dataset"	"26.04.2017"	"26.04.2017"	"2003"	"2016"	
"                    Individuals - places of internet use"	"isoc_ci_ifp_pu"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                    Individuals - internet activities"	"isoc_ci_ac_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                    Individuals - use of cloud services"	"isoc_cicci_use"	"dataset"	"26.04.2017"	"20.12.2016"	"2014"	"2016"	
"                    Individuals - internet activities using smart TV"	"isoc_ci_stv_i"	"dataset"	"26.04.2017"	" "	"2016"	"2016"	
"                E-commerce"	"isoc_iec"	"folder"	" "	" "	" "	" "	
"                    Internet purchases by individuals"	"isoc_ec_ibuy"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                    Problems encountered by individuals when buying/ordering over the internet"	"isoc_ec_iprb"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                    Perceived barriers to buying/ordering over the internet"	"isoc_ec_inb"	"dataset"	"26.04.2017"	"11.12.2015"	"2002"	"2015"	
"                    Consumers' behaviour related to online purchases"	"isoc_ec_ibhv"	"dataset"	"26.04.2017"	" "	"2016"	"2016"	
"                    Financial activities over the internet"	"isoc_ec_ifi"	"dataset"	"26.04.2017"	" "	"2016"	"2016"	
"                E-government"	"isoc_ci_egi"	"folder"	" "	" "	" "	" "	
"                    E-government activities of individuals via websites"	"isoc_ciegi_ac"	"dataset"	"26.04.2017"	"26.04.2017"	"2008"	"2016"	
"                    Reasons for not submitting completed forms to public authorities' websites"	"isoc_ciegi_rtx"	"dataset"	"26.04.2017"	"26.04.2017"	"2011"	"2016"	
"                    Problems experienced when using e-government websites (2013)"	"isoc_ciegi_pb"	"dataset"	"26.04.2017"	"26.04.2017"	"2013"	"2013"	
"                    User satisfaction about use of e-government websites (2013)"	"isoc_ciegi_sat"	"dataset"	"26.04.2017"	"26.04.2017"	"2013"	"2013"	
"                    Other methods of contacting public authorities or services (2013)"	"isoc_ciegi_om"	"dataset"	"26.04.2017"	"26.04.2017"	"2013"	"2013"	
"                ICT trust, security and privacy"	"isoc_ci_sci"	"folder"	" "	" "	" "	" "	
"                    Security related problems experienced through using the internet for private purposes"	"isoc_cisci_pb"	"dataset"	"26.04.2017"	"20.12.2016"	"2004"	"2015"	
"                    Privacy and protection of personal information"	"isoc_cisci_prv"	"dataset"	"26.04.2017"	"20.12.2016"	"2015"	"2016"	
"                    Activities via internet not done because of security concerns"	"isoc_cisci_ax"	"dataset"	"26.04.2017"	"20.12.2016"	"2010"	"2015"	
"                    Safety copies and back up files"	"isoc_cisci_f"	"dataset"	"26.04.2017"	"03.02.2016"	"2007"	"2015"	
"                    Use and update of IT security software or tool to protect the private computer and data (2010)"	"isoc_cisci_sw"	"dataset"	"26.04.2017"	"03.02.2016"	"2010"	"2010"	
"                    Reasons for not updating security products (2010)"	"isoc_cisci_rux"	"dataset"	"26.04.2017"	"03.02.2016"	"2010"	"2010"	
"                    Concern about possible problems related to internet usage (2010)"	"isoc_cisci_co"	"dataset"	"26.04.2017"	"03.02.2016"	"2010"	"2010"	
"                Regional ICT statistics"	"isoc_reg"	"folder"	" "	" "	" "	" "	
"                    Households with access to the internet at home"	"isoc_r_iacc_h"	"dataset"	"26.04.2017"	"20.12.2016"	"2006"	"2016"	
"                    Households with broadband access"	"isoc_r_broad_h"	"dataset"	"26.04.2017"	"20.12.2016"	"2006"	"2016"	
"                    Individuals who have never used a computer"	"isoc_r_cux_i"	"dataset"	"26.04.2017"	"20.12.2016"	"2006"	"2015"	
"                    Individuals who used the internet, frequency of use and activities"	"isoc_r_iuse_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2006"	"2016"	
"                    Individuals who used the internet for interaction with public authorities"	"isoc_r_gov_i"	"dataset"	"26.04.2017"	"20.12.2016"	"2008"	"2016"	
"                    Individuals who ordered goods or services over the internet for private use"	"isoc_r_blt12_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2006"	"2016"	
"                    Individuals who accessed the internet away from home or work"	"isoc_r_iumd_i"	"dataset"	"26.04.2017"	"20.12.2016"	"2012"	"2016"	
"            ICT usage in enterprises"	"isoc_e"	"folder"	" "	" "	" "	" "	
"                Summary of EU aggregates"	"isoc_ci_eu_en2"	"dataset"	"11.05.2017"	"11.05.2017"	"2009"	"2016"	
"                E-commerce"	"isoc_ec"	"folder"	" "	" "	" "	" "	
"                    E-commerce purchases"	"isoc_ec_ebuyn2"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    E-commerce sales"	"isoc_ec_eseln2"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    Value of e-commerce sales"	"isoc_ec_evaln2"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    Obstacles for web sales"	"isoc_ec_wsobs_n2"	"dataset"	"11.05.2017"	"14.12.2016"	"2013"	"2016"	
"                Connection to the internet"	"isoc_ci"	"folder"	" "	" "	" "	" "	
"                    Internet access"	"isoc_ci_in_en2"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    Use of computers and the internet by employees"	"isoc_ci_cm_pn2"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    Type of connections to the internet"	"isoc_ci_it_en2"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    Use of mobile connections to the internet"	"isoc_cimobe_use"	"dataset"	"11.05.2017"	"25.01.2017"	"2012"	"2016"	
"                    Use of mobile connections to the internet by employees"	"isoc_cimobp_use"	"dataset"	"11.05.2017"	"18.01.2017"	"2012"	"2016"	
"                Websites and use of social media"	"isoc_cism"	"folder"	" "	" "	" "	" "	
"                    Websites and functionalities"	"isoc_ciweb"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    Social media use by type, internet advertising"	"isoc_cismt"	"dataset"	"11.05.2017"	"14.12.2016"	"2013"	"2016"	
"                    Social media use by purpose  "	"isoc_cismp"	"dataset"	"11.05.2017"	"16.03.2017"	"2013"	"2015"	
"                E-business"	"isoc_eb"	"folder"	" "	" "	" "	" "	
"                    Integration of internal processes"	"isoc_eb_iip"	"dataset"	"11.05.2017"	"11.05.2017"	"2009"	"2015"	
"                    Integration with customers/suppliers, supply chain management"	"isoc_eb_ics"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                    Cloud computing services"	"isoc_cicce_use"	"dataset"	"11.05.2017"	"11.05.2017"	"2014"	"2016"	
"                    Big data analysis"	"isoc_eb_bd"	"dataset"	"10.05.2017"	" "	"2016"	"2016"	
"                ICT security"	"isoc_cisc"	"folder"	" "	" "	" "	" "	
"                    Security policy: risks addressed and staff awareness"	"isoc_cisce_ra"	"dataset"	"11.05.2017"	"14.12.2016"	"2010"	"2015"	
"                    Security incidents and consequences"	"isoc_cisce_ic"	"dataset"	"11.05.2017"	"14.12.2016"	"2010"	"2010"	
"            Digital skills"	"isoc_sk"	"folder"	" "	" "	" "	" "	
"                ICT users"	"isoc_sku"	"folder"	" "	" "	" "	" "	
"                    Individuals' level of digital skills"	"isoc_sk_dskl_i"	"dataset"	"26.04.2017"	"20.04.2017"	"2015"	"2016"	
"                    Individuals' level of computer skills"	"isoc_sk_cskl_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2003"	"2016"	
"                    Individuals' level of internet skills"	"isoc_sk_iskl_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2003"	"2013"	
"                    Way of obtaining e-skills"	"isoc_sk_how_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2005"	"2011"	
"                    Most recent training course on computer use"	"isoc_sk_rtc_i"	"dataset"	"26.04.2017"	"21.12.2015"	"2003"	"2011"	
"                    Reasons for not having taken a computer course"	"isoc_sk_rnct_i"	"dataset"	"26.04.2017"	"21.12.2015"	"2007"	"2011"	
"                ICT specialists"	"isoc_sks"	"folder"	" "	" "	" "	" "	
"                    ICT competence and demand for ICT skills in enterprises"	"isoc_ske"	"folder"	" "	" "	" "	" "	
"                        Enterprises that employ ICT specialists"	"isoc_ske_itspen2"	"dataset"	"11.05.2017"	"14.12.2016"	"2012"	"2016"	
"                        Enterprises that recruited or tried to recruit ICT specialists"	"isoc_ske_itrcrn2"	"dataset"	"11.05.2017"	"14.12.2016"	"2012"	"2016"	
"                        Enterprises - ICT functions performed"	"isoc_ske_fct"	"dataset"	"11.05.2017"	"25.01.2017"	"2015"	"2016"	
"                    ICT specialists in employment"	"isoc_skslf"	"folder"	" "	" "	" "	" "	
"                        Employed ICT specialists - total"	"isoc_sks_itspt"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"                        Employed ICT specialists by sex"	"isoc_sks_itsps"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"                        Employed ICT specialists by educational attainment level"	"isoc_sks_itspe"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"                        Employed ICT specialists by age "	"isoc_sks_itspa"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"                ICT training"	"isoc_skt"	"folder"	" "	" "	" "	" "	
"                    Enterprises that provided training to develop/upgrade ICT skills of their personnel"	"isoc_ske_ittn2"	"dataset"	"11.05.2017"	"14.12.2016"	"2012"	"2016"	
"                    Persons with ICT education by labour status"	"isoc_ski_itemp"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"                    Employed persons with ICT education by sex"	"isoc_ski_itsex"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"                    Employed persons with ICT education by educational attainment level"	"isoc_ski_itedu"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"                    Employed persons with ICT education by age"	"isoc_ski_itage"	"dataset"	"05.07.2017"	"25.04.2017"	"2004"	"2016"	
"            ICT sector"	"isoc_se"	"folder"	" "	" "	" "	" "	
"                Percentage of the ICT sector in GDP"	"isoc_bde15ag"	"dataset"	"14.02.2017"	"14.02.2017"	"2000"	"2014"	
"                Percentage of the ICT personnel in total employment"	"isoc_bde15ap"	"dataset"	"14.02.2017"	"14.02.2017"	"2000"	"2014"	
"                Percentage change of value added by ICT sector at current prices"	"isoc_bde15av"	"dataset"	"14.02.2017"	"14.02.2017"	"2001"	"2014"	
"                R&D expenditure (BERD) of businesses in ICT sector as % of total R&D expenditure by NACE Rev. 1.1 activity"	"isoc_bde15ar"	"dataset"	"15.02.2011"	"20.09.2016"	"2000"	"2008"	
"                R&D expenditure (BERD) of businesses in ICT sector as % of total R&D expenditure by NACE Rev. 2 activity"	"isoc_bde15ar2"	"dataset"	"14.02.2017"	"14.02.2017"	"2005"	"2014"	
"                R&D personnel in ICT sector as % of total R&D personnel by NACE Rev. 1.1 activity"	"isoc_ic_biper"	"dataset"	"15.02.2011"	"06.03.2012"	"2000"	"2008"	
"                R&D personnel in ICT sector as % of total R&D personnel by NACE Rev. 2 activity"	"isoc_ic_biper2"	"dataset"	"14.02.2017"	"14.02.2017"	"2005"	"2014"	
"                Annual enterprise statistics for special aggregates of activities (NACE Rev. 2)"	"sbs_na_sca_r2"	"dataset"	"20.07.2017"	"16.06.2017"	"2005"	"2015"	
"                Business demography by legal form (from 2004 onwards, NACE Rev. 2)"	"bd_9ac_l_form_r2"	"dataset"	"23.05.2017"	"12.07.2017"	"2004"	"2014"	
"                Employer business demography by legal form (from 2004 onwards, NACE Rev. 2)"	"bd_9eg_l_form_r2"	"dataset"	"23.05.2017"	"12.07.2017"	"2004"	"2014"	
"                Employer business demography by size class (from 2004 onwards, NACE Rev. 2)"	"bd_9fh_sz_cl_r2"	"dataset"	"23.05.2017"	"08.02.2017"	"2004"	"2014"	
"                Business demography by size class (from 2004 onwards, NACE Rev. 2)"	"bd_9bd_sz_cl_r2"	"dataset"	"23.05.2017"	"17.05.2017"	"2004"	"2014"	
"                Indicators with growth by 20% or more (from 2008 onwards, NACE Rev. 2)"	"bd_9n_r2"	"dataset"	"19.05.2016"	"12.07.2017"	"2007"	"2013"	
"                Cross-classification of fixed assets by industry and by asset (stocks)"	"nama_10_nfa_st"	"dataset"	"13.07.2017"	"03.07.2017"	"1975"	"2016"	
"            Digital economy and society - historical data"	"isoc_h"	"folder"	" "	" "	" "	" "	
"                ICT usage in households and by individuals"	"isoc_i_h"	"folder"	" "	" "	" "	" "	
"                    Individuals - use of cloud computing services (2014)"	"isoc_ci_cci"	"folder"	" "	" "	" "	" "	
"                        Problems experienced when using cloud services"	"isoc_cicci_pb"	"dataset"	"26.04.2017"	"03.02.2016"	"2014"	"2014"	
"                        Awareness about cloud services and reasons for non-use"	"isoc_cicci_awobs"	"dataset"	"26.04.2017"	"03.02.2016"	"2014"	"2014"	
"                    Individuals - mobile use of the internet (2012)"	"isoc_ci_mobi"	"folder"	" "	" "	" "	" "	
"                        Devices used for mobile connection to the internet"	"isoc_cimobi_dev"	"dataset"	"26.04.2017"	"26.04.2017"	"2012"	"2012"	
"                        Frequency of mobile internet use"	"isoc_cimobi_frq"	"dataset"	"26.04.2017"	"29.04.2015"	"2012"	"2012"	
"                        Purpose of mobile internet use"	"isoc_cimobi_purp"	"dataset"	"26.04.2017"	"13.09.2016"	"2012"	"2012"	
"                        Problems encountered when using mobile internet"	"isoc_cimobi_prb"	"dataset"	"26.04.2017"	"16.12.2014"	"2012"	"2012"	
"                        Reasons for not using mobile internet"	"isoc_cimobi_rux"	"dataset"	"26.04.2017"	"16.12.2014"	"2012"	"2012"	
"                ICT usage and e-commerce in enterprises, NACE Rev 1.1"	"isoc_en1"	"folder"	" "	" "	" "	" "	
"                    E-commerce"	"isoc_ec_en1"	"folder"	" "	" "	" "	" "	
"                        Enterprises purchasing via internet and/or networks other than internet (NACE Rev. 1.1 activity)"	"isoc_ec_ebuy"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Enterprises selling via internet and/or networks other than internet (NACE Rev. 1.1 activity)"	"isoc_ec_esel"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Value of purchases and sales by internet and/or networks other than internet (NACE Rev. 1.1 activity)"	"isoc_ec_eval"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                    Computer and the internet in enterprises"	"isoc_ci_en1"	"folder"	" "	" "	" "	" "	
"                        Computers and the internet: enterprises - summary of EU aggregates (NACE Rev. 1.1 activity)"	"isoc_ci_eu_e"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Computers and the internet: enterprises - summary of EU aggregates (NACE Rev. 1.1 activity)"	"isoc_ci_eu_p"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Enterprises - availability of computers (NACE Rev. 1.1 activity)"	"isoc_ci_cm_e"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Employees - availability of computers (NACE Rev. 1.1 activity)"	"isoc_ci_cm_p"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Enterprises - computers: devices and communication systems (NACE Rev. 1.1 activity)"	"isoc_ci_cd_e"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Enterprises - level of internet access (NACE Rev. 1.1 activity)"	"isoc_ci_in_e"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Employees - level of internet access (NACE Rev. 1.1 activity)"	"isoc_ci_in_p"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Employees - devices to access the internet (NACE Rev. 1.1 activity)"	"isoc_ci_id_p"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Enterprises - type of connection to the internet (NACE Rev. 1.1 activity)"	"isoc_ci_it_e"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
