"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Expenditure by activity status (from 2012 onwards)"	"tour_dem_exws"	"dataset"	"19.07.2017"	"16.05.2017"	"2012"	"2015"	
"                Same-day visits"	"tour_dem_sdv"	"folder"	" "	" "	" "	" "	
"                    Same-day visits - annual data"	"tour_dem_sdva"	"dataset"	"23.02.2016"	"23.02.2016"	"2014"	"2014"	
"                    Same-day visits - quarterly data"	"tour_dem_sdvq"	"dataset"	"23.02.2016"	"23.02.2016"	"2014Q1"	"2014Q4"	
"                    Expenditure on same-day visits - annual data"	"tour_dem_sdvexa"	"dataset"	"23.02.2016"	"23.02.2016"	"2014"	"2014"	
"                    Expenditure on same-day visits - quarterly data"	"tour_dem_sdvexq"	"dataset"	"23.02.2016"	"23.02.2016"	"2014Q1"	"2014Q4"	
"        Statistics on the production of manufactured goods"	"prom"	"folder"	" "	" "	" "	" "	
"            Detailed data by PRODCOM list (NACE Rev. 1.1)"	"prom1"	"folder"	" "	" "	" "	" "	
"                Sold production, exports and imports by PRODCOM list (NACE Rev. 1.1) - annual data"	"DS-043408"	"comext"	" "	" "	" "	" "	
"                Total production by PRODCOM list (NACE Rev. 1.1) - annual data"	"DS-043409"	"comext"	" "	" "	" "	" "	
"                Sold production, exports and imports for steel by PRODCOM list (NACE Rev. 1.1) - monthly data"	"DS-008573"	"comext"	" "	" "	" "	" "	
"            Detailed data by PRODCOM list (NACE Rev. 2)"	"prom2"	"folder"	" "	" "	" "	" "	
"                Sold production, exports and imports by PRODCOM list (NACE Rev. 2) - annual data"	"DS-066341"	"comext"	" "	" "	" "	" "	
"                Total production by PRODCOM list (NACE Rev. 2) - annual data"	"DS-066342"	"comext"	" "	" "	" "	" "	
"            Traditional international trade database access (ComExt)"	"comext"	"comext"	" "	" "	" "	" "	
"    Agriculture, forestry and fisheries"	"agric"	"folder"	" "	" "	" "	" "	
"        Agriculture"	"agr"	"folder"	" "	" "	" "	" "	
"            Farm structure"	"ef"	"folder"	" "	" "	" "	" "	
"                Main farm indicators"	"ef_mainfarm"	"folder"	" "	" "	" "	" "	
"                    Farm indicators by agricultural area, type of farm, standard output, legal form and NUTS 2 regions"	"ef_m_farmleg"	"dataset"	"13.12.2016"	"30.05.2017"	"2005"	"2013"	
"                    Farm indicators by agricultural area, type of farm, standard output, sex and age of the manager and NUTS 2 regions"	"ef_m_farmang"	"dataset"	"18.01.2017"	"30.05.2017"	"2005"	"2013"	
"                Farm structure - 2008 legislation (from 2005 onwards)"	"ef_main"	"folder"	" "	" "	" "	" "	
"                    Key farm variables"	"ef_kv"	"folder"	" "	" "	" "	" "	
"                        Key farm variables: area, livestock (LSU), labour force and standard output (SO) by agricultural size of farm (UAA), legal status of holding and NUTS 2 regions"	"ef_kvaareg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Key variables: area, livestock (LSU), labour force and standard output (SO) by economic size of farm (SO in Euro), legal status of holding and NUTS 2 regions"	"ef_kvecsleg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Key variables: area, livestock (LSU), labour force and standard output (SO) by type of farming (2-digit) and agricultural size of farm (UAA)"	"ef_kvftaa"	"dataset"	"16.01.2017"	"16.03.2015"	"2005"	"2013"	
"                        Key farm variables: area, livestock (LSU), labour force and standard output (SO) by agricultural size of farm (UAA) and age of manager"	"ef_kvage"	"dataset"	"18.01.2017"	"18.01.2017"	"2005"	"2013"	
"                        Key variables: area, livestock (LSU), labour force and standard output (SO) by type of farming (2-digit) and economic size of farm (SO in Euro)"	"ef_kvftecs"	"dataset"	"16.01.2017"	"16.03.2015"	"2005"	"2013"	
"                        Key variables: area, livestock (LSU), labour force and standard output (SO) by type of farming (2-digit) and NUTS 2 regions"	"ef_kvftreg"	"dataset"	"16.01.2017"	"16.03.2015"	"2005"	"2013"	
"                    Overview - farm land use"	"ef_olu"	"folder"	" "	" "	" "	" "	
"                        Land use: number of farms and areas of different crops by type of farming (2-digit)"	"ef_oluft"	"dataset"	"16.01.2017"	"16.03.2015"	"2005"	"2013"	
"                        Land use: number of farms and areas of different crops by agricultural size of farm (UAA) and NUTS 2 regions"	"ef_oluaareg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Land use: number of farms and areas of different crops by economic size of farm (SO in Euro) and NUTS 2 regions"	"ef_oluecsreg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                    Overview - farm livestock"	"ef_ols"	"folder"	" "	" "	" "	" "	
"                        Livestock: number of farms and heads of animals by type of farming (2-digit)"	"ef_olslsuft"	"dataset"	"16.01.2017"	"16.03.2015"	"2005"	"2013"	
"                        Livestock: number of farms and heads of animals of different types by agricultural size of farm (UAA) and NUTS 2 regions"	"ef_olsaareg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Livestock: number of farms and heads of animals by livestock units (LSU) of farm and NUTS 2 regions"	"ef_olslsureg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Livestock: number of farms and heads of animals by economic size of farm (SO in Euro) and NUTS 2 regions"	"ef_olsecsreg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                    Overview - farm labour force"	"ef_olf"	"folder"	" "	" "	" "	" "	
"                        Labour force: number of persons and farm work (AWU) by type of farming (2-digit) and economic size of farm (SO in Euro)"	"ef_olfftecs"	"dataset"	"16.01.2017"	"16.03.2015"	"2005"	"2013"	
"                        Labour force: number of persons and farm work (AWU) by agricultural size of farm (UAA)"	"ef_olfaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Labour force: number of persons and farm work (AWU) by sex of workers and NUTS 2 regions"	"ef_olfreg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                    Farm land use - arable land"	"ef_ala"	"folder"	" "	" "	" "	" "	
"                        Arable crops: number of farms and areas of different arable crops by agricultural size of farm (UAA) and size of arable area"	"ef_alarableaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Arable crops: number of farms and areas of different arable crops by economic size of farm (SO in Euro) and size of arable area"	"ef_alarableecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Cereals: number of farms and areas by agricultural size of farm (UAA) and size of cereal area"	"ef_alcereal"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Common wheat: number of farms and areas by agricultural size of farm (UAA) and size of common wheat area"	"ef_alwheat"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Barley: number of farms and areas by agricultural size of farm (UAA) and size of barley area"	"ef_albarley"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Grain maize: number of farms and areas by agricultural size of farm (UAA) and size of grain maize area"	"ef_almaize"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Potatoes: number of farms and area by agricultural size of farm (UAA) and size of potato area"	"ef_alpotato"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Industrial crops: number of farms and areas by agricultural size of farm (UAA) and size of industrial crop area"	"ef_alindcrop"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Sugar beet: number of farms and areas by agricultural size of farm (UAA) and size of sugar beet area"	"ef_alsbeet"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Vegetables, melons, strawberries: number of farms and areas by agricultural size of farm (UAA) and size of vegetable, melon and strawberry outdoor area"	"ef_alvege"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Flowers and ornamental plants: number of farms and areas by agricultural size of farm (UAA) "	"ef_alflower"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                    Farm land use - Permanent crops, other farmland, irrigation"	"ef_po"	"folder"	" "	" "	" "	" "	
"                        Permanent crops: number of farms and areas by agricultural size of farm (UAA) and size of permanent crop area"	"ef_popermaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Permanent crops: number of farms and areas by economic size of farm (SO in Euro) and size of permanent crop area"	"ef_popermecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Permanent crops: number of farms and areas by size of permanent crop area and NUTS 2 regions"	"ef_popermreg"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Fruit and berry plantations: number of farms and areas by agricultural size of farm (UAA) and size of fruit and berry plantation area"	"ef_pofruit"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Olive plantations: number of farms and areas by agricultural size of farm (UAA) and size of olive plantation area"	"ef_poolive"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Vineyards: number of farms and areas by agricultural size of farm (UAA) and size of vineyard area"	"ef_povine"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Crops under glass: number of farms and areas by agricultural size of farm (UAA) and size of crops under glass area"	"ef_poglass"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Permanent grassland: number of farms and areas by agricultural size of farm (UAA) and size of permanent grassland area"	"ef_pograss"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Irrigation: number of farms, areas and equipment by size of irrigated area and NUTS 2 regions"	"ef_poirrig"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Other land: number of farms and areas by agricultural size of farm (UAA)"	"ef_powood"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Mushrooms, energy crops, GMO: number of farms and areas by size of farm (UAA)"	"ef_pomengmo"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                    Farm livestock and fodder crops"	"ef_lsf"	"folder"	" "	" "	" "	" "	
"                        Cattle: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of cattle herd"	"ef_lscatl"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Cattle: number of farms and heads and fodder crops by agricultural size of farm (UAA) and livestock units (LSU) of farm"	"ef_lscatlaalsu"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Dairy cows: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of dairy herd"	"ef_lscow"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Other cows: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of other cow herd"	"ef_lsothercow"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Fodder crops: number of farms and areas by agricultural size of farm (UAA) and size of fodder crops area"	"ef_lsfodderaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Goats: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of goat herd"	"ef_lsgoat"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Sheep: number of farms and heads and fodder crops by agricultural size of farm (UAA) and size of sheep flock"	"ef_lssheep"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Poultry: number of farms and heads by agricultural size of farm (UAA) and size of broiler flock"	"ef_lsbroiaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Poultry: number of farms and heads by economic size of farm (SO in Euro) and size of broiler flock"	"ef_lsbroiecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Laying hens: number of farms and heads of poultry by agricultural size of farm (UAA) and size of laying hen flock"	"ef_lslayhenaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Laying hens: number of farms and heads by economic size of farm (SO in Euro) and size of laying hen flock"	"ef_lslayhenecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Pigs: number of farms and heads by agricultural size of farm (UAA) and size of pig herd"	"ef_lspigaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Pigs: number of farms and heads by economic size of farm (SO in Euro) and size of pig herd"	"ef_lspigecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Pigs-sows: number of farms and heads by agricultural size of farm (UAA) and size of breeding sow herd"	"ef_lssowsaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Pigs-sows: number of farms and heads by economic size of farm (SO in Euro) and size of breeding sow herd"	"ef_lssowsecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                    Farm labour force"	"ef_lf"	"folder"	" "	" "	" "	" "	
"                        Labour force categories: number of persons and farm work (AWU) by sex of worker, legal satus of holding and agricultural size of farm (UAA)"	"ef_lflegaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Labour force categories: number of persons and farm work (AWU) by legal status of holding and economic size of farm (SO in Euro)"	"ef_lflegecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Labour force categories: number of persons and farm work (AWU) in the holding by working time (% AWU) and agricultural size of farm (UAA)"	"ef_lfwtime"	"dataset"	"16.01.2017"	"07.07.2017"	"2005"	"2013"	
"                    Other gainful activities and support for rural development"	"ef_oga"	"folder"	" "	" "	" "	" "	
"                        Other gainful activities (OGA) of the farm of sole holder: number of farms, agricultural area, standard output (SO) and livestock (LSU) by agricultural size of farm (UAA)"	"ef_ogaaa"	"dataset"	"16.01.2017"	"29.07.2016"	"2005"	"2013"	
"                        Other gainful activities (OGA) of the farm of sole holder: number of farms, agricultural area, standard output (SO) and livestock (LSU) by economic size of farm (SO in Euro)"	"ef_ogaecs"	"dataset"	"16.01.2017"	"29.07.2016"	"2005"	"2013"	
"                        Other gainful activities (OGA) of the farm of sole holder: number of farms, agricultural area, standard output (SO) and livestock (LSU) by type of farming (1-digit)"	"ef_ogaft"	"dataset"	"16.01.2017"	"29.07.2016"	"2005"	"2013"	
"                        Other gainful activities (OGA) of the farm of sole holder: number of farms, agricultural area, standard output (SO) and livestock (LSU) by age of holder"	"ef_ogaage"	"dataset"	"16.01.2017"	"29.07.2016"	"2005"	"2013"	
"                        Other gainful activities directly related to the holding: number of farms, agricultural area, standard output (SO) and livestock (LSU) by age and sex of holder"	"ef_ogadsexage"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Support for rural development: number of farms, agricultural area, standard output (SO) and livestock (LSU) by legal status of holding and agricultural size of farm (UAA)"	"ef_ogardaa"	"dataset"	"16.01.2017"	"23.04.2015"	"2010"	"2013"	
"                        Support for rural development: number of farms, agricultural area, standard output (SO) and livestock (LSU) by legal status and economic size of farm (SO in Euro)"	"ef_ogardlegecs"	"dataset"	"16.01.2017"	"23.04.2015"	"2010"	"2013"	
"                        Support for rural development: number of farms, agricultural area, standard output (SO) and livestock (LSU) by legal status and type of farming (1-digit)"	"ef_ogardlegft"	"dataset"	"16.01.2017"	"23.04.2015"	"2010"	"2013"	
"                        Support for rural development: number of farms, agricultural area, standard output (SO) and livestock (LSU) by age and sex of holder"	"ef_ogardsexage"	"dataset"	"16.01.2017"	"23.04.2015"	"2010"	"2013"	
"                    Farm management and practises"	"ef_mp"	"folder"	" "	" "	" "	" "	
"                        Holder-manager relationship: area, livestock, labour force and standard output (SO) by agricultural size of farm (UAA)"	"ef_mpmanaa"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Farm equipment: agricultural area and number of farms with different type of equipment by agricultural size of farm (UAA)"	"ef_mpequip"	"dataset"	"16.01.2017"	"12.03.2015"	"2010"	"2013"	
"                        Farm machinery: number of farms and machines by size of farm (UAA)"	"ef_mpmachine"	"dataset"	"13.12.2016"	"16.11.2015"	"2013"	"2013"	
"                        Organic farming: number of farms, areas with different crops and heads of different types of animals by agricultural size of farm (UAA) and NUTS 2 regions"	"ef_mporganic"	"dataset"	"16.01.2017"	"12.03.2015"	"2003"	"2013"	
"                        Type of tenure: number of farms and areas by agricultural size of farm (UAA) and NUTS 2 regions"	"ef_mptenure"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Type of tenure: number of farms and areas by economic size of farm (SO in Euro) and NUTS 2 regions"	"ef_mptenurecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Agricultural training of farm managers: number of farms, agricultural area, labour force and standard output (SO) by age and sex of the manager"	"ef_mptrainman"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                        Agricultural training of farm managers: number of farms, agricultural area, labour force, standard output (SO) and livestock (LSU) by economic size of farm (SO in Euro)"	"ef_mptrainecs"	"dataset"	"16.01.2017"	"12.03.2015"	"2005"	"2013"	
"                    Survey on agricultural production methods (SAPM, 2010)"	"ef_pm"	"folder"	" "	" "	" "	" "	
"                        Tillage methods: number of farms and  areas by size of arable area and NUTS 2 regions"	"ef_pmtilaa"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Tillage methods: number of farms and  areas by economic size of farm (SO in euros) and NUTS 2 regions"	"ef_pmtilecs"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Soil conservation: number of farms and  areas by size of arable area and NUTS 2 regions"	"ef_pmsoilaa"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Soil conservation: number of farms and  areas by economic size of farm (SO in euros) and NUTS 2 regions"	"ef_pmsoilecs"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Landscape features: number of farms and  areas by agricultural size (UAA),  economic size of farm (SO in euros) and NUTS 2 regions"	"ef_pmlandscape"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Animal grazing on the holding: number of farms and area grazed by duration, economic size of farm (SO in euros) and NUTS 2 regions"	"ef_pmgrazecs"	"dataset"	"16.01.2017"	"26.06.2013"	"2010"	"2010"	
"                        Common land grazing: number of farms and grazing livestock (LSU) by duration, total LSU of the holding and age of the manager"	"ef_pmcomlage"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Common land grazing: number of farms and grazing livestock (LSU) by duration and economic size of farm (SO in euros)"	"ef_pmcomlecs"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Animal housing - cattle: number of farms and places by cattle size class, agricultural size of farm (UAA) and NUTS 2 regions "	"ef_pmhouscatlaa"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Animal housing - cattle: number of farms and places by cattle size classes, economic size of farm (SO in euros) and NUTS 2 regions"	"ef_pmhouscatlec"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Animal housing - pigs: number of farms and places by pig size classes, economic size of farm (SO in euros) and NUTS 2 regions"	"ef_pmhouspigec"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Animal housing - laying hens: number of farms and places by laying hens size classes, economic size of farm (SO in euros) and NUTS 2 regions"	"ef_pmhouslhenec"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Solid manure application as % of the UAA: number of holdings and UAA  by  economic size (SO in euros) and agriculture size (UAA) of farm"	"ef_pmmanapaa"	"dataset"	"16.01.2017"	"26.06.2013"	"2010"	"2010"	
"                        Solid manure application as % of the UAA: number of holdings and areas  by economic size (SO in euros)  and livestock units (LSU) of farm"	"ef_pmmanaplsu"	"dataset"	"16.01.2017"	"26.06.2013"	"2010"	"2010"	
"                        Slurry application as % of the UAA: number of holdings and areas  by  economic size  (SO in euros) and agriculture size (UAA) of farm"	"ef_pmslurapaa"	"dataset"	"16.01.2017"	"26.06.2013"	"2010"	"2010"	
"                        Slurry application as % of the UAA: number of holdings and areas by  economic size  (SO in euros) and livestock units (LSU) of farm"	"ef_pmsluraplsu"	"dataset"	"16.01.2017"	"26.06.2013"	"2010"	"2010"	
"                        Manure exported from the holding  in % of total produced: number of farms and areas by economic size (SO in euros), agriculture size (UAA) of farm and NUTS 2 regions"	"ef_pmmanexpaa"	"dataset"	"16.01.2017"	"26.06.2013"	"2010"	"2010"	
"                        Manure exported from the holding  in % of total produced: number of farms and  areas by economic size (SO in euros), livestock units (LSU) of farm and NUTS 2 regions"	"ef_pmmanexplsu"	"dataset"	"16.01.2017"	"26.06.2013"	"2010"	"2010"	
"                        Manure storage and treatment facilities: number of farms and areas  by economic size (SO in euros), agriculture size (UAA) of farm and NUTS 2 regions"	"ef_pmmanstoaa"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                        Manure storage and treatment facilities: number of farms and areas by economic size (SO in euros), livestock units (LSU) of farm and NUTS 2 regions"	"ef_pmmanstolsu"	"dataset"	"16.01.2017"	"08.11.2013"	"2010"	"2010"	
"                Farm structure - 1988 legislation (1990-2007)"	"ef_historic"	"folder"	" "	" "	" "	" "	
"                    Overview of agricultural holdings"	"ef_ov"	"folder"	" "	" "	" "	" "	
"                        Key farm variables"	"ef_ov_kv"	"folder"	" "	" "	" "	" "	
"                            Key variables by legal status of holding, size of farm (UAA) and NUTS 2 regions"	"ef_ov_kvaa"	"dataset"	"26.03.2009"	"06.03.2012"	"1990"	"2007"	
"                            Key variables by size of farm (UAA), economic size of farm (ESU) and LFA status"	"ef_ov_kvaaesu"	"dataset"	"16.07.2009"	"21.01.2015"	"1990"	"2007"	
"                            Key variables by age of holder, size of farm (UAA) and LFA status"	"ef_ov_kvage"	"dataset"	"16.07.2009"	"21.01.2015"	"1990"	"2007"	
"                            Key variables by type of farming (1-digit), economic size of farm (ESU) and LFA status"	"ef_ov_kvesuft"	"dataset"	"26.03.2009"	"16.03.2015"	"2000"	"2007"	
"                            Key variables by type of farming (1-digit), economic size of farm (ESU) and objective zone 2000"	"ef_ov_kvftob00"	"dataset"	"26.03.2009"	"16.03.2015"	"2000"	"2005"	
"                            Key variables by type of farming (1-digit), economic size of farm (ESU) and objective zone 1999"	"ef_ov_kvftob99"	"dataset"	"26.03.2009"	"16.03.2015"	"2000"	"2000"	
"                            Key variables by type of farming (2-digit) and size of farm (UAA)"	"ef_ov_kvftaa"	"dataset"	"26.03.2009"	"16.03.2015"	"1990"	"2007"	
"                            Key variables by type of farming (2-digit) and economic size of farm (ESU)"	"ef_ov_kvftesu"	"dataset"	"26.03.2009"	"16.03.2015"	"2000"	"2007"	
"                            Key variables by type of farming (2-digit) and NUTS 2 regions"	"ef_ov_kvftreg"	"dataset"	"26.03.2009"	"16.03.2015"	"2000"	"2007"	
"                        Land use summary"	"ef_ov_lu"	"folder"	" "	" "	" "	" "	
"                            Land use: number of farms and areas by size of farm (UAA) and LFA status"	"ef_ov_lusum"	"dataset"	"16.07.2009"	"28.04.2015"	"1990"	"2007"	
"                            Land use: number of farms and areas by size of farm (UAA) and objective zone 2000"	"ef_ov_luob00"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2005"	
"                            Land use: number of farms and areas by size of farm (UAA) and objective zone 1999"	"ef_ov_luob99"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2003"	
"                            Land use: number of farms and areas by type of farming (2-digit) and economic size of farm (ESU)"	"ef_ov_luft"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2007"	
"                        Livestock summary"	"ef_ov_ls"	"folder"	" "	" "	" "	" "	
"                            Livestock: number of farms and heads by size of farm (UAA) and LFA status"	"ef_ov_lssum"	"dataset"	"16.07.2009"	"28.04.2015"	"1990"	"2007"	
"                            Livestock: number of farms and heads by size of farm (UAA) and objective zone 2000"	"ef_ov_lsob00"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2003"	
"                            Livestock: number of farms and heads by size of farm (UAA) and objective zone 1999"	"ef_ov_lsob99"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2003"	
"                            Livestock: number of farms, heads and LSU by type of farming (2-digit) and economic size of farm (ESU)"	"ef_ov_lsft"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2007"	
"                        Labour force summary"	"ef_ov_lf"	"folder"	" "	" "	" "	" "	
"                            Labour force: number of persons and farm work (AWU) by size of farm (UAA) and LFA status"	"ef_ov_lfsum"	"dataset"	"16.07.2009"	"28.04.2015"	"1990"	"2007"	
"                            Labour force: number of persons and farm work (AWU) by size of farm (UAA) and objective zone 2000"	"ef_ov_lfob00"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2003"	
"                            Labour force: number of persons and farm work (AWU) by size of farm (UAA) and objective zone 1999"	"ef_ov_lfob99"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2003"	
"                            Labour force: number of persons and farm work (AWU) by type of farming (2-digit) and economic size of farm (ESU)"	"ef_ov_lfft"	"dataset"	"26.03.2009"	"28.04.2015"	"2000"	"2007"	
"                    Land Use"	"ef_lu"	"folder"	" "	" "	" "	" "	
"                        Land use overview"	"ef_lu_ov"	"folder"	" "	" "	" "	" "	
"                            Farmland: number of farms and areas by size of farm (UAA) and NUTS 2 regions"	"ef_lu_ovcropaa"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Farmland: number of farms and areas by economic size of farm (ESU) and NUTS 2 regions"	"ef_lu_ovcropesu"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                        Arable land"	"ef_lu_al"	"folder"	" "	" "	" "	" "	
"                            Arable crops: number of farms and areas by size of farm (UAA) and size of arable area"	"ef_lu_alarable"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Cereals: number of farms, areas and combine harvestors by size of farm (UAA) and size of cereal area"	"ef_lu_alcereal"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Common wheat: number of farms and area by size of farm (UAA) and size of common wheat area"	"ef_lu_alwheat"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Barley: number of farms and area by size of farm (UAA) and size of barley area"	"ef_lu_albarley"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Grain maize: number of farms and area by size of farm (UAA) and size of grain maize area"	"ef_lu_almaize"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Potatoes: number of farms and area by size of farm (UAA) and size of potato area"	"ef_lu_alpotat"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Sugar beet: number of farms and area by size of farm (UAA) and size of sugar beet area"	"ef_lu_alsbeet"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Industrial plants: number of farms and areas by size of farm (UAA) and size of industrial plant area"	"ef_lu_aliplant"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Vegetables, melons, strawberries and greenhouses: number of farms and areas by size of farm (UAA) and size of vegetable, melon and strawberry outdoor area"	"ef_lu_alvegout"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Vegetables, melons, strawberries and greenhouses: number of farms and areas by size of farm (UAA) and size of vegetable, melon and strawberry area under glass"	"ef_lu_alvegglas"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Flowers and ornamental plants: number of farms and areas by size of farm (UAA) and size of flower and ornamental plant area"	"ef_lu_alflower"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                        Permanent crops"	"ef_lu_pc"	"folder"	" "	" "	" "	" "	
"                            Permanent crops: number of farms and areas by size of farm (UAA) and size of permanent crop area"	"ef_lu_pcgeo"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
"                            Permanent crops: number of farms and areas by size of farm (UAA), size of permanent crop area and NUTS 2 regions"	"ef_lu_pcreg"	"dataset"	"26.03.2009"	"28.04.2015"	"1990"	"2007"	
